cap_gap,cap_width,finger_count,finger_length,bottom_to_bottom,bottom_to_ground,ground_to_ground,top_to_bottom,top_to_ground,top_to_top
2.1,12.9,7.0,25.9,77.27712,54.13572,119.21125,22.4462,28.89265,51.73662
4.1,4.9,10.0,25.9,52.35779,36.86567,92.30218,14.90832,21.71837,36.98188
4.1,10.9,4.0,35.9,45.65759,34.81198,90.35098,10.24196,21.45007,32.06874
2.1,4.9,9.0,25.9,48.70706,30.59895,84.23297,17.55128,20.19845,38.07997
2.1,14.9,5.0,45.9,73.12982,47.92216,115.93828,24.78953,31.90997,57.0999
2.1,4.9,1.0,15.9,12.792300000000001,12.13258,56.76237,0.5204300000000001,13.53762,14.24032
2.1,8.9,6.0,25.9,52.64929,36.96641,91.65223,15.15003,20.29558,35.64229
4.1,6.9,6.0,25.9,42.68238,32.16937,85.60721,10.1035,19.55079,29.95648
2.1,4.9,5.0,35.9,33.36513,21.30125,72.24773,11.70272,18.90605,30.88748
4.1,10.9,8.0,25.9,75.62015,56.51604,120.2822,18.36254,27.85304,46.59923
4.1,4.9,1.0,45.9,12.70293,12.15983,61.41887,0.36334000000000005,17.81019,18.40103
2.1,8.9,2.0,45.9,27.37737,21.72578,71.53247,5.36691,17.21322,22.87529
4.1,12.9,3.0,15.9,33.70297,28.34102,81.31709,4.99964,19.57632,24.86462
4.1,8.9,6.0,35.9,55.55795,39.88422,97.40742,15.02277,23.24005,38.54885
2.1,6.9,6.0,35.9,49.75423,32.26957,85.686,17.06891,19.63965,37.05507
4.1,4.9,5.0,25.9,28.69106,21.61298,71.96353,6.70241,18.12585,25.1243
4.1,6.9,2.0,45.9,23.60765,19.82958,69.01242,3.47588,16.64897,20.40246
2.1,10.9,8.0,35.9,87.02822,56.17311,119.83462,29.92701,27.5575,57.79994
4.1,12.9,7.0,35.9,79.7641,57.00488,126.98844,22.16279,33.31868,56.06153
2.1,4.9,10.0,35.9,62.70101,36.22233,91.01593,25.95857,21.07418,47.37541
2.1,14.9,9.0,15.9,101.48299,75.61577,147.03602,24.88059,33.27733,58.52566
2.1,10.9,4.0,25.9,43.54623,32.44314,85.46394,10.54849,19.09308,29.92449
4.1,8.9,2.0,15.9,21.23999,18.83252,65.61827,2.11676,14.37695,16.7328
2.1,12.9,3.0,45.9,41.47663,29.22052,88.91176,11.98386,25.33351,37.73584
4.1,4.9,9.0,35.9,51.57073,33.5608,91.64468,17.44302,24.46642,42.26866
2.1,6.9,2.0,15.9,19.1063,16.53607,61.49165,2.34769,13.35122,15.91297
2.1,14.9,1.0,25.9,18.49276,16.78539,66.963,1.4474,18.46784,20.15252
2.1,14.9,10.0,25.9,123.7521,86.2507,160.95931,36.38476,36.13165,73.02141
4.1,8.9,1.0,45.9,14.56863,13.79113,65.63654,0.6046100000000001,19.8279,20.69895
4.1,6.9,10.0,15.9,58.47064,45.41902,102.50396,12.57893,23.06088,36.04377
2.1,8.9,5.0,35.9,47.33385,31.26593,87.76552,15.63819,22.97187,39.05058
4.1,6.9,5.0,35.9,38.18928,27.21443,82.86633,10.51545,22.22083,32.98144
2.1,4.9,6.0,25.9,36.20323,24.71929,73.90707,11.11381,16.34088,27.6351
2.1,6.9,1.0,45.9,13.64583,12.79584,63.58436,0.67244,18.78114,19.67895
2.1,12.9,8.0,25.9,89.62994,62.85986,127.81108,26.02744,28.57476,55.09854
2.1,12.9,4.0,35.9,53.42338,38.37007,95.46724,14.56843,22.214,37.12951
4.1,10.9,7.0,25.9,64.95157,48.53487,112.32108,15.79378,28.1574,44.25522
2.1,8.9,1.0,15.9,14.67483,13.64197,59.01106,0.8399800000000001,14.64488,15.69639
2.1,6.9,10.0,45.9,86.65461,48.19832,109.08214,37.62883,25.84103,63.85721
4.1,6.9,9.0,25.9,58.17815,41.57918,101.40716,15.98779,25.45463,41.75128
4.1,6.9,1.0,15.9,13.51304,12.86618,58.12621,0.47736000000000006,14.15391,14.82276
2.1,8.9,9.0,25.9,73.08122,48.57473,110.13874,23.85172,26.544810000000002,50.55652
4.1,12.9,4.0,25.9,47.43359,37.75069,93.49343,9.1862,21.73065,31.20235
2.1,10.9,7.0,35.9,74.05795,47.5995,111.58986,25.75139,28.69593,54.82242
2.1,6.9,9.0,35.9,68.16105,40.5134,100.68563,27.03904,25.5445,52.88955
4.1,10.9,3.0,45.9,35.3734,26.70885,84.28544,8.39253,24.602430000000002,33.38607
4.1,4.9,2.0,15.9,16.50392,14.91193,59.4241,1.38323,13.00358,14.59456
4.1,8.9,9.0,35.9,76.42314,51.74209,117.83337,23.89542,31.20803,55.41403
2.1,14.9,2.0,35.9,34.22424,27.77373,80.48482,6.16941,19.20486,25.6287
2.1,10.9,3.0,15.9,30.44438,24.50373,74.79741,5.59936,17.61325,23.4884
4.1,8.9,5.0,25.9,41.6243,31.69248,87.31891,9.42954,22.08473,31.91398
2.1,6.9,5.0,25.9,36.62098,25.58365,77.78266,10.62894,19.04912,29.9221
4.1,4.9,6.0,35.9,38.66242,27.2903,79.19732,10.92266,19.02022,30.1994
4.1,12.9,8.0,35.9,93.45897,67.08101,136.72123,25.70067,32.61955,58.99977
2.1,14.9,6.0,15.9,71.4183,54.69214,115.88086,15.97346,25.20436,41.51466
2.1,4.9,2.0,45.9,21.72971,17.42105,64.29052,4.00522,15.55286,19.82634
4.1,4.9,1.0,15.9,12.73594,12.22088,56.8026,0.37569,13.63058,14.18953
2.1,14.9,1.0,35.9,18.47191,16.8467,69.94077,1.43894,20.36162,22.09636
4.1,12.9,7.0,25.9,74.29829,55.90031,122.64662,17.72071,30.73929,48.91912
2.1,4.9,10.0,25.9,55.00176,34.70743,87.83536,19.7015,19.48857,39.52749
2.1,10.9,4.0,35.9,47.64392,33.75321,87.97857,13.26666,20.45122,34.03239
4.1,4.9,9.0,25.9,46.31508,32.50751,88.24233,13.26653,22.28406,35.86
2.1,6.9,6.0,25.9,44.40061,30.8425,82.88026,13.1571,18.20172,31.64984
4.1,4.9,5.0,35.9,31.46168,22.31839,74.89173,8.76325,19.99024,29.0919
2.1,10.9,8.0,25.9,78.89245,54.59654,116.53557,23.49493,25.84777,49.60028
2.1,14.9,5.0,15.9,59.45636,45.77177,105.19612,13.07647,24.54618,37.85738
2.1,4.9,1.0,45.9,12.79015,12.11972,61.03338,0.50783,17.79803,18.52195
4.1,8.9,6.0,25.9,50.742,38.43197,94.31598,11.71051,21.71063,33.68239
4.1,6.9,6.0,35.9,47.13193,33.62518,88.52876,13.09364,21.0318,34.47228
2.1,4.9,5.0,25.9,29.9598,20.65658,70.18744,8.925510000000001,17.10117,26.27875
2.1,6.9,2.0,45.9,24.50264,19.5055,68.18019,4.70188,16.32892,21.30833
4.1,10.9,8.0,35.9,82.51415,58.29103,123.89606,23.3604,29.58039,53.44833
2.1,12.9,3.0,15.9,34.47778,27.72456,80.20943,6.42398,18.86751,25.56932
4.1,8.9,2.0,45.9,26.4323,22.12707,72.58979,4.02989,17.60355,21.93741
2.1,14.9,9.0,45.9,127.97834,78.83379,159.95393,48.60556,41.68388,90.90618
2.1,8.9,6.0,35.9,58.38041,38.41841,94.7629,19.38968,21.7959,41.39936
4.1,6.9,2.0,15.9,18.75645,16.77937,61.98197,1.7432800000000002,13.63035,15.58981
2.1,12.9,7.0,35.9,84.11604,55.10672,123.0617,28.20915,31.38819,60.07611
4.1,4.9,10.0,35.9,58.84614,38.57813,95.74889,19.6508,23.41272,43.47459
4.1,10.9,4.0,25.9,42.02665,33.35551,87.27878,8.13721,20.05476,28.51594
2.1,8.9,2.0,15.9,21.57356,18.5007,64.41887,2.81209,14.05828,17.09586
2.1,4.9,9.0,35.9,55.18985,31.52737,87.25953,23.14669,22.28649,45.79448
4.1,4.9,3.0,35.9,21.67881,16.93663,66.8732,4.433,17.981090000000002,22.67542
4.1,8.9,8.0,15.9,58.69605,46.2689,104.35958,11.77509,23.15632,35.33519
2.1,12.9,9.0,45.9,115.30956,69.4915,145.79997,45.04026,38.20436,83.79663
2.1,14.9,3.0,15.9,38.64079,30.95597,84.6932,7.19392,20.19513,27.70171
2.1,4.9,7.0,45.9,49.15198,27.12815,82.28058,21.6786,22.64305,44.67776
2.1,10.9,6.0,15.9,55.0233,41.86587,97.38764,12.63777,20.75678,33.74788
2.1,6.9,8.0,15.9,49.45971,36.36219,89.01935,12.80422,18.70073,31.78838
4.1,8.9,10.0,35.9,86.84078,59.24567,125.20047,26.82975,30.20183,57.54783
4.1,12.9,10.0,25.9,105.67855,78.56579,151.65053,26.24928,35.26256,62.05638
4.1,4.9,7.0,15.9,33.3584,26.25309,77.36162,6.81615,18.10631,25.2048
2.1,8.9,8.0,45.9,83.07385,49.5328,111.45445,32.97925,26.19782,59.64057
4.1,12.9,9.0,15.9,86.86462,68.29869,137.32339,17.73454,32.22853,50.54045
2.1,14.9,7.0,35.9,93.73656,62.57879,134.05066,30.53672,34.23034,65.35889
2.1,10.9,2.0,35.9,28.35171,22.87491,71.85003,5.08109,17.15636,22.48199
4.1,12.9,1.0,25.9,16.90262,15.74914,65.59834,0.8928100000000001,17.79519,18.94514
4.1,6.9,8.0,45.9,66.12763,42.96373,102.81901,22.58577,25.42503,48.51628
4.1,10.9,6.0,45.9,69.03529,48.15318,110.72117,20.37986,27.15072,47.99732
2.1,12.9,10.0,35.9,120.70365,77.93596,150.78229,41.84568,34.53059,76.94906
4.1,6.9,4.0,15.9,28.18701,23.49649,71.16082,4.43675,15.68924,20.354870000000002
4.1,10.9,2.0,25.9,25.71406,22.20611,70.66975,3.15624,16.45912,19.84989
2.1,12.9,1.0,35.9,17.12018,15.65802,67.68762,1.21587,19.56543,21.07032
2.1,8.9,4.0,15.9,34.06028,26.84888,76.34021,6.84265,16.31577,23.37923
2.1,4.9,3.0,25.9,20.95561,16.01213,63.72459,4.66171,15.77002,20.66036
2.1,6.9,4.0,45.9,39.64834,26.49246,78.1478,12.83302,18.62535,31.78142
2.1,12.9,5.0,15.9,52.6763,40.48964,97.98062,11.722620000000001,22.48642,34.54206
4.1,8.9,4.0,45.9,43.27821,31.82597,87.24845,11.07762,21.26282,32.62445
2.1,8.9,10.0,25.9,82.55954,55.18653,116.88274,26.72386,25.73466,52.8521
4.1,4.9,8.0,45.9,53.91421,34.23055,89.96153,19.06737,22.69899,42.12592
4.1,10.9,1.0,25.9,15.69679,14.70742,63.2526,0.73958,17.18506,18.17391
2.1,12.9,2.0,35.9,31.26998,25.28753,76.5432,5.61671,18.13436,24.00393
2.1,8.9,7.0,15.9,52.19444,38.7381,94.03482,13.00411,21.18952,34.51477
4.1,6.9,7.0,15.9,42.02929,33.11184,87.22216,8.52385,20.43121,29.26311
4.1,10.9,10.0,45.9,109.43075,72.21421,145.5597,36.45706,35.72673,72.74768
4.1,10.9,9.0,15.9,75.19046,58.9467,124.22055,15.54575,29.0628,45.06988
4.1,8.9,7.0,45.9,65.59865,43.12377,108.4479,22.04591,30.06731,52.60779
2.1,12.9,6.0,15.9,63.18432,48.32868,106.73842,14.36386,22.9606,37.61648
2.1,8.9,3.0,35.9,30.66982,22.24219,75.22531,8.09452,20.32909,28.66137
2.1,4.9,8.0,15.9,39.16799,28.39133,77.82239,10.47563,16.45069,27.16045
2.1,10.9,10.0,15.9,86.33071,63.55665,127.44134,21.99416,27.08311,49.53874
2.1,10.9,9.0,45.9,101.92623,59.93926,131.72188,41.40595,34.65542,76.67483
4.1,6.9,3.0,35.9,25.45246,19.73385,71.27868,5.36805,19.49025,25.10801
2.1,6.9,7.0,45.9,59.84993,34.08141,93.82324,25.17401,25.36478,50.9775
2.1,14.9,8.0,25.9,100.80435,71.21769,140.17041,28.58432,31.47533,60.47427
2.1,10.9,5.0,15.9,45.86434,35.08318,89.83981,10.29465,20.53775,31.13422
4.1,8.9,3.0,25.9,27.62769,22.37061,73.48264,4.91634,18.97512,24.12348
2.1,6.9,3.0,25.9,24.67523,18.75488,67.74787,5.59345,17.0206,22.85658
2.1,4.9,4.0,45.9,33.40373,22.09812,71.07748,10.98351,17.09315,28.38543
2.1,10.9,1.0,35.9,15.86284,14.59008,64.32406,1.02606,18.87248,20.16504
4.1,12.9,2.0,25.9,28.43531,24.50768,74.50121,3.57699,17.41757,21.23155
4.1,10.9,5.0,45.9,55.36257,38.54199,102.24635,16.38109,28.66939,45.47336
4.1,4.9,4.0,15.9,23.20076,19.39282,65.27181,3.5296,14.36617,18.15142
2.1,14.9,4.0,35.9,59.19318,42.93285,102.26526,15.8527,23.83046,40.05013
